timestamp,cpu_usage,memory_usage,response_time_ms,disk_io_mbps,network_latency_ms,error_rate_pct,is_anomaly
2024-01-01 02:15:00,40.85,57.18,175.64,29.84,18.25,0.631,0
2024-01-01 02:16:00,54.17,61.98,255.31,21.53,9.75,0.1983,0
2024-01-01 02:17:00,59.45,66.76,208.07,13.32,18.38,0.4804,0
2024-01-01 02:18:00,71.07,62.54,159.63,28.91,17.27,0.5359,0
2024-01-01 02:19:00,80.27,70.05,212.21,41.58,22.55,0.5744,0
2024-01-01 02:20:00,55.31,59.22,194.16,43.4,17.85,0.7813,0
2024-01-01 02:21:00,41.3,57.32,338.16,32.84,20.29,0.7496,0
2024-01-01 02:22:00,29.91,81.6,211.4,45.7,17.39,0.5585,0
2024-01-01 02:23:00,53.94,63.12,184.78,29.66,19.9,0.3674,0
2024-01-01 02:24:00,43.16,54.21,256.8,37.63,8.56,0.5323,0
2024-01-01 02:25:00,47.17,54.41,126.36,26.39,14.39,0.3211,0
2024-01-01 02:26:00,45.23,52.41,203.77,25.88,14.81,0.4411,0
2024-01-01 02:27:00,49.98,67.44,279.78,24.58,13.78,1.2855,0
2024-01-01 02:28:00,62.07,57.03,195.35,13.52,17.22,0.5547,0
2024-01-01 02:29:00,53.02,60.96,130.67,40.3,18.17,0.6351,0
2024-01-01 02:30:00,49.89,59.43,184.16,24.87,16.96,0.2884,0
2024-01-01 02:31:00,41.15,65.78,258.18,23.59,14.12,0.806,0
2024-01-01 02:32:00,34.79,53.15,215.04,20.56,11.32,0.7281,0
2024-01-01 02:33:00,46.7,51.32,166.45,28.37,20.49,0.7302,0
2024-01-01 02:34:00,51.05,61.71,172.59,44.11,16.75,0.5645,0
2024-01-01 02:35:00,69.3,64.72,177.61,46.75,9.91,0.8103,0
2024-01-01 02:36:00,52.95,62.57,214.45,16.71,14.03,0.8815,0
2024-01-01 02:37:00,61.5,53.42,253.53,27.16,6.28,0.5849,0
2024-01-01 02:38:00,46.71,65.31,242.1,21.73,15.18,0.4656,0
2024-01-01 02:39:00,39.88,53.93,218.24,37.91,14.01,0.7684,0
2024-01-01 02:40:00,42.11,55.71,146.73,32.29,12.13,0.2288,0
2024-01-01 02:41:00,44.53,52.32,146.88,24.91,22.92,0.2846,0
2024-01-01 02:42:00,73.09,70.27,221.33,30.58,9.22,0.484,0
2024-01-01 02:43:00,43.62,64.92,146.18,26.18,18.53,0.0,0
2024-01-01 02:44:00,60.25,64.69,190.98,42.91,25.93,0.7483,0
2024-01-01 02:45:00,42.86,69.82,212.17,34.38,20.39,0.2111,0
2024-01-01 02:46:00,61.23,82.34,154.5,35.36,14.84,0.3586,0
2024-01-01 02:47:00,55.79,46.15,159.03,8.66,9.33,0.436,0
2024-01-01 02:48:00,50.4,53.91,196.24,29.47,8.19,0.5118,0
2024-01-01 02:49:00,51.58,54.88,220.15,46.67,12.94,0.3969,0
2024-01-01 02:50:00,45.46,52.99,1940.2,40.61,286.76,3.8465,1
2024-01-01 02:51:00,56.5,51.17,224.28,15.22,11.4,0.4821,0
2024-01-01 02:52:00,47.51,57.39,202.95,27.49,13.37,0.3659,0
2024-01-01 02:53:00,39.83,50.04,170.15,20.39,14.49,0.268,0
2024-01-01 02:54:00,39.33,62.44,157.16,43.69,17.43,0.8244,0
2024-01-01 02:55:00,53.86,60.17,179.56,31.95,8.81,0.0,0
2024-01-01 02:56:00,67.94,63.59,216.4,23.86,11.59,0.4383,0
2024-01-01 02:57:00,53.78,63.8,213.46,30.27,14.2,0.3593,0
2024-01-01 02:58:00,51.01,64.55,116.0,9.14,14.02,0.6256,0
2024-01-01 02:59:00,55.08,56.73,168.57,21.32,24.18,0.0637,0
2024-01-01 03:00:00,65.3,76.67,248.18,30.29,16.16,0.3501,0
2024-01-01 03:01:00,54.46,61.57,203.17,36.77,6.93,0.4693,0
2024-01-01 03:02:00,48.17,44.78,143.32,14.47,17.09,0.821,0
2024-01-01 03:03:00,63.37,51.65,294.23,26.95,17.73,0.5997,0
2024-01-01 03:04:00,56.61,45.74,198.84,38.08,14.37,0.145,0
2024-01-01 03:05:00,67.7,59.79,215.37,18.39,8.93,0.3538,0
2024-01-01 03:06:00,54.2,58.66,215.98,31.83,23.79,0.7658,0
2024-01-01 03:07:00,40.14,55.88,185.3,30.53,9.65,0.1398,0
2024-01-01 03:08:00,38.72,75.7,170.9,43.72,18.3,0.4764,0
2024-01-01 03:09:00,68.93,63.99,284.87,28.16,16.0,0.4973,0
2024-01-01 03:10:00,69.68,65.4,240.13,28.63,18.0,0.3843,0
2024-01-01 03:11:00,50.66,52.13,232.88,36.84,23.53,1.3087,0
2024-01-01 03:12:00,48.64,51.57,223.05,19.39,17.81,0.3762,0
2024-01-01 03:13:00,67.11,59.84,159.87,28.23,12.21,0.6349,0
2024-01-01 03:14:00,41.44,60.92,251.1,26.35,20.53,0.2701,0
2024-01-01 03:15:00,43.58,44.67,166.27,28.89,11.84,0.6583,0
2024-01-01 03:16:00,58.98,58.07,211.33,36.79,15.82,0.7612,0
2024-01-01 03:17:00,48.62,59.61,134.42,34.43,8.53,0.3236,0
2024-01-01 03:18:00,52.53,57.76,118.37,24.01,9.83,0.4836,0
2024-01-01 03:19:00,50.96,52.96,212.73,31.09,15.26,0.2314,0
2024-01-01 03:20:00,55.99,55.14,167.64,41.92,16.84,0.1567,0
2024-01-01 03:21:00,66.7,58.02,120.43,23.35,6.49,0.811,0
2024-01-01 03:22:00,53.55,60.15,221.62,31.16,17.49,0.3338,0
2024-01-01 03:23:00,59.09,64.25,284.8,28.45,10.9,0.0,0
2024-01-01 03:24:00,32.17,68.04,255.58,29.5,21.4,1.0296,0
2024-01-01 03:25:00,95.16,87.92,1427.54,158.15,155.16,7.6157,1
2024-01-01 03:26:00,44.27,55.72,200.35,41.29,9.38,0.4261,0
2024-01-01 03:27:00,40.52,62.85,235.51,23.81,15.38,0.9923,0
2024-01-01 03:28:00,43.94,64.22,244.89,38.21,10.42,0.4575,0
2024-01-01 03:29:00,49.4,55.84,1002.45,25.03,278.75,5.6049,1
2024-01-01 03:30:00,61.91,65.63,201.37,25.0,15.0,0.1315,0
2024-01-01 03:31:00,39.5,67.12,212.02,39.7,14.24,0.0095,0
2024-01-01 03:32:00,53.08,69.6,222.16,37.95,17.96,0.4501,0
2024-01-01 03:33:00,47.94,73.48,194.68,31.67,9.98,0.6088,0
2024-01-01 03:34:00,49.52,52.31,195.2,36.09,8.55,0.5917,0
2024-01-01 03:35:00,62.84,59.33,255.19,27.69,17.04,0.3556,0
2024-01-01 03:36:00,58.2,59.29,248.38,29.93,9.5,0.5061,0
2024-01-01 03:37:00,66.2,58.4,219.1,24.71,9.5,0.0,0
2024-01-01 03:38:00,51.29,53.97,268.76,37.23,19.18,0.6381,0
2024-01-01 03:39:00,45.89,47.27,184.54,24.45,17.63,0.5484,0
2024-01-01 03:40:00,50.62,59.87,264.92,41.88,8.73,1.0921,0
2024-01-01 03:41:00,55.29,52.97,221.7,27.47,11.9,0.5022,0
2024-01-01 03:42:00,54.64,59.79,330.84,30.16,10.48,0.2172,0
2024-01-01 03:43:00,42.04,52.73,152.3,36.07,23.88,0.4848,0
2024-01-01 03:44:00,53.8,50.26,172.43,30.19,19.53,0.4017,0
2024-01-01 03:45:00,55.18,60.92,216.75,27.62,12.9,0.6304,0
2024-01-01 03:46:00,78.08,60.23,215.89,29.76,17.88,0.5081,0
2024-01-01 03:47:00,71.69,63.64,278.01,37.15,8.22,0.122,0
2024-01-01 03:48:00,44.39,76.47,173.27,24.7,11.64,0.0093,0
2024-01-01 03:49:00,50.06,61.19,236.2,28.99,15.52,0.5789,0
2024-01-01 03:50:00,38.3,62.83,246.5,30.08,17.26,0.9149,0
2024-01-01 03:51:00,47.04,50.31,228.19,36.92,14.51,0.5238,0
2024-01-01 03:52:00,56.11,48.61,161.56,29.2,16.24,0.744,0
2024-01-01 03:53:00,65.01,71.55,256.31,44.47,15.39,0.8038,0
2024-01-01 03:54:00,45.67,51.48,249.17,28.75,14.18,0.58,0
2024-01-01 03:55:00,46.42,50.5,223.98,28.1,13.52,0.2557,0
2024-01-01 03:56:00,31.5,58.52,208.17,28.63,12.87,0.5586,0
2024-01-01 03:57:00,51.35,58.09,209.04,19.47,16.16,0.8621,0
2024-01-01 03:58:00,42.35,51.57,196.85,21.71,17.05,0.659,0
2024-01-01 03:59:00,47.69,56.33,225.63,25.75,15.99,0.7245,0
2024-01-01 04:00:00,44.22,68.58,201.25,39.09,9.11,0.3612,0
2024-01-01 04:01:00,52.04,52.28,166.06,29.73,10.01,0.4393,0
2024-01-01 04:02:00,35.41,47.56,158.06,26.12,16.99,0.4644,0
2024-01-01 04:03:00,38.32,66.23,169.92,39.81,22.36,0.4846,0
2024-01-01 04:04:00,74.29,62.6,208.89,42.41,15.76,0.8504,0
2024-01-01 04:05:00,40.12,53.68,198.92,40.04,12.94,0.0,0
2024-01-01 04:06:00,42.03,45.96,208.61,23.18,16.12,0.5092,0
2024-01-01 04:07:00,71.37,52.64,220.03,26.04,9.32,0.4762,0
2024-01-01 04:08:00,82.05,58.14,174.91,44.51,21.54,0.0885,0
2024-01-01 04:09:00,41.28,67.88,258.63,31.93,15.93,0.7015,0
2024-01-01 04:10:00,49.32,50.24,189.29,27.86,11.65,0.2826,0
2024-01-01 04:11:00,56.42,57.83,182.66,35.75,14.17,0.3929,0
2024-01-01 04:12:00,70.29,63.89,219.3,38.06,12.36,1.0546,0
2024-01-01 04:13:00,43.13,39.42,126.54,25.43,21.56,0.803,0
2024-01-01 04:14:00,50.54,66.71,168.38,31.76,13.99,0.6723,0
2024-01-01 04:15:00,60.77,48.96,239.24,37.41,15.78,0.6142,0
2024-01-01 04:16:00,57.34,61.05,130.5,20.72,17.87,0.4506,0
2024-01-01 04:17:00,49.23,60.35,244.7,30.1,11.3,1.0998,0
2024-01-01 04:18:00,51.65,67.03,260.45,21.08,15.97,0.7407,0
2024-01-01 04:19:00,39.24,62.73,185.22,22.13,16.37,0.2751,0
2024-01-01 04:20:00,50.6,39.29,211.67,25.5,7.23,0.08,0
2024-01-01 04:21:00,50.32,52.0,244.76,33.82,16.26,0.6701,0
2024-01-01 04:22:00,55.3,59.36,181.33,27.42,14.77,0.4832,0
2024-01-01 04:23:00,47.42,56.67,234.71,24.81,15.65,0.0713,0
2024-01-01 04:24:00,57.68,62.03,173.15,30.41,15.18,0.6286,0
2024-01-01 04:25:00,63.09,64.5,180.9,20.82,16.3,0.4193,0
2024-01-01 04:26:00,54.51,63.03,168.03,33.43,21.69,0.6592,0
2024-01-01 04:27:00,56.47,56.42,213.71,39.05,9.1,0.6325,0
2024-01-01 04:28:00,53.48,43.34,246.32,29.37,13.29,0.3175,0
2024-01-01 04:29:00,52.94,54.44,192.64,28.38,18.33,0.6899,0
2024-01-01 04:30:00,45.72,61.39,149.15,32.99,17.4,0.3506,0
2024-01-01 04:31:00,80.69,49.31,469.27,178.04,17.3,0.3701,1
2024-01-01 04:32:00,51.95,63.06,215.78,34.29,28.77,0.3403,0
2024-01-01 04:33:00,73.85,65.25,273.76,54.82,18.07,0.8393,0
2024-01-01 04:34:00,68.64,58.98,215.75,29.02,20.65,0.4158,0
2024-01-01 04:35:00,69.46,33.43,811.29,266.71,13.46,0.9117,1
2024-01-01 04:36:00,45.26,47.69,230.65,35.95,10.04,1.035,0
2024-01-01 04:37:00,41.76,72.97,190.42,43.16,13.43,0.2784,0
2024-01-01 04:38:00,64.79,53.49,184.87,37.8,18.56,0.0,0
2024-01-01 04:39:00,55.49,41.96,161.66,12.76,17.03,0.8134,0
2024-01-01 04:40:00,57.66,67.69,2605.76,34.51,117.54,6.2231,1
2024-01-01 04:41:00,35.4,57.89,98.43,50.58,13.93,0.2401,0
2024-01-01 04:42:00,98.72,91.83,1201.01,161.68,73.15,16.3517,1
2024-01-01 04:43:00,57.37,59.94,181.45,20.76,14.1,0.3756,0
2024-01-01 04:44:00,41.71,61.37,183.59,32.25,18.62,0.8892,0
2024-01-01 04:45:00,48.09,60.58,267.69,19.75,19.2,0.548,0
2024-01-01 04:46:00,79.1,63.23,641.37,250.8,9.97,0.8851,1
2024-01-01 04:47:00,53.31,75.84,172.8,22.35,18.81,0.6483,0
2024-01-01 04:48:00,49.85,65.36,194.78,30.59,11.75,0.4072,0
2024-01-01 04:49:00,51.72,44.93,216.55,23.14,17.34,0.3829,0
2024-01-01 04:50:00,50.23,61.11,182.33,25.63,14.04,0.6685,0
2024-01-01 04:51:00,54.26,66.65,137.05,41.89,22.83,0.7461,0
2024-01-01 04:52:00,67.44,67.11,165.37,30.83,12.91,0.799,0
2024-01-01 04:53:00,27.04,54.05,251.25,25.53,15.89,0.4215,0
2024-01-01 04:54:00,50.33,66.75,202.99,20.84,18.03,0.5526,0
2024-01-01 04:55:00,54.45,64.83,218.04,15.03,10.63,0.6752,0
2024-01-01 04:56:00,55.63,77.96,189.54,19.99,14.64,0.3848,0
2024-01-01 04:57:00,48.93,51.35,173.62,30.9,13.67,0.1595,0
2024-01-01 04:58:00,35.07,86.5,431.93,37.84,12.43,1.3872,1
2024-01-01 04:59:00,55.9,54.84,192.47,25.52,12.8,0.4277,0
2024-01-01 05:00:00,69.88,53.34,182.27,42.56,20.56,0.6987,0
2024-01-01 05:01:00,37.25,50.12,243.85,24.26,12.01,0.8777,0
2024-01-01 05:02:00,61.21,35.11,171.11,28.1,17.83,0.0932,0
2024-01-01 05:03:00,49.27,53.7,176.21,21.36,16.57,0.3208,0
2024-01-01 05:04:00,51.93,60.11,200.41,37.93,8.02,0.3926,0
2024-01-01 05:05:00,42.0,53.18,200.01,46.78,17.6,0.7384,0
2024-01-01 05:06:00,49.16,72.58,210.38,15.91,7.93,0.3416,0
2024-01-01 05:07:00,65.49,57.17,283.67,27.23,18.14,0.3711,0
2024-01-01 05:08:00,58.3,67.37,213.45,40.12,12.46,0.0764,0
2024-01-01 05:09:00,69.78,59.1,104.88,18.42,15.04,0.645,0
2024-01-01 05:10:00,64.21,63.59,213.05,34.53,8.53,0.4516,0
2024-01-01 05:11:00,56.81,59.19,201.52,39.77,15.61,0.3038,0
2024-01-01 05:12:00,69.84,67.87,201.74,30.63,19.63,0.4221,0
2024-01-01 05:13:00,56.77,57.34,209.84,34.4,10.97,0.8381,0
2024-01-01 05:14:00,100.0,60.83,687.72,44.09,11.96,2.6437,1
2024-01-01 05:15:00,49.37,59.77,197.9,45.59,17.27,0.2475,0
2024-01-01 05:16:00,52.98,54.5,224.52,29.5,17.4,0.8757,0
2024-01-01 05:17:00,45.32,60.02,178.32,25.74,2.83,0.5227,0
2024-01-01 05:18:00,62.17,74.62,162.09,22.64,25.08,0.7009,0
2024-01-01 05:19:00,40.47,54.56,320.95,37.82,17.64,0.6205,0
2024-01-01 05:20:00,60.06,60.04,171.37,19.03,18.48,0.4894,0
2024-01-01 05:21:00,50.31,66.72,204.01,27.98,14.28,0.3955,0
2024-01-01 05:22:00,63.9,65.75,140.17,30.82,5.72,0.7495,0
2024-01-01 05:23:00,59.68,56.69,204.66,25.98,18.37,0.8487,0
2024-01-01 05:24:00,70.35,37.5,162.67,32.24,12.17,0.8253,0
2024-01-01 05:25:00,59.43,60.67,182.3,50.52,17.72,0.1444,0
2024-01-01 05:26:00,36.38,38.75,241.8,29.03,13.91,0.8915,0
2024-01-01 05:27:00,51.41,68.24,218.88,26.52,16.19,0.3926,0
2024-01-01 05:28:00,40.33,57.81,2475.42,38.12,247.61,2.3002,1
2024-01-01 05:29:00,46.85,64.42,129.15,31.92,19.32,0.4492,0
2024-01-01 05:30:00,67.12,49.17,273.48,41.51,9.06,0.7493,0
2024-01-01 05:31:00,58.36,43.94,152.32,31.32,26.23,0.6621,0
2024-01-01 05:32:00,44.97,58.42,261.14,28.01,26.19,0.4234,0
2024-01-01 05:33:00,41.8,56.03,240.86,15.73,23.16,0.7513,0
2024-01-01 05:34:00,52.23,52.34,223.09,17.04,21.38,0.542,0
2024-01-01 05:35:00,39.72,56.92,165.8,15.31,14.58,0.3281,0
2024-01-01 05:36:00,45.14,78.35,206.06,33.03,20.83,0.2876,0
2024-01-01 05:37:00,54.95,62.85,181.16,19.1,14.52,0.6231,0
2024-01-01 05:38:00,63.36,64.54,201.16,40.04,7.23,0.4752,0
2024-01-01 05:39:00,57.86,62.87,190.01,30.24,22.52,0.0873,0
2024-01-01 05:40:00,28.84,67.92,118.46,28.05,20.64,0.7541,0
2024-01-01 05:41:00,54.77,54.53,244.87,23.25,14.84,0.3559,0
2024-01-01 05:42:00,52.42,39.59,196.76,34.98,8.87,0.9776,0
2024-01-01 05:43:00,55.81,54.48,180.61,23.56,12.07,0.0791,0
2024-01-01 05:44:00,67.8,62.46,177.59,22.12,5.89,0.4458,0
2024-01-01 05:45:00,30.98,48.17,214.34,39.51,19.73,0.29,0
2024-01-01 05:46:00,45.67,54.49,164.25,32.84,6.98,0.2074,0
2024-01-01 05:47:00,57.46,50.34,109.79,28.12,16.43,0.354,0
